timestamp,open,high,low,close,volume
2025-01-02 06:35:00,514.0378,514.377,514.0378,514.357,10597
2025-01-02 06:40:00,514.3171,514.8557,514.3171,514.8258,13746
2025-01-02 06:45:00,514.8457,515.3744,514.8457,515.2447,5812
2025-01-02 06:50:00,515.2447,515.2447,514.9854,515.1849,4779
2025-01-02 06:55:00,515.1849,515.9429,515.135,515.903,10789
2025-01-02 07:00:00,515.8532,516.1125,515.5839,515.7634,41620
2025-01-02 07:05:00,515.7833,516.1723,515.6337,516.0826,36073
2025-01-02 07:10:00,516.0925,516.1823,515.913,516.1424,19331
2025-01-02 07:15:00,516.1225,516.3718,516.0626,516.1125,15037
2025-01-02 07:20:00,516.1524,516.2222,515.9729,516.0925,9608
2025-01-02 07:25:00,516.0726,516.2721,516.0227,516.2232,7318
2025-01-02 07:30:00,516.2721,516.2721,515.8731,515.8831,29379
2025-01-02 07:35:00,515.8532,516.1923,515.8332,515.9928,9226
2025-01-02 07:40:00,516.0726,516.1923,515.3245,515.4841,20228
2025-01-02 07:45:00,515.4741,515.5041,515.145,515.2647,17660
2025-01-02 07:50:00,515.2148,515.2447,514.5864,515.0153,28332
2025-01-02 07:55:00,514.9754,515.3544,514.8767,515.2946,10154
2025-01-02 08:00:00,513.5511,516.3918,509.9184,515.3445,102739
2025-01-02 08:05:00,515.3145,515.4741,509.9184,515.2148,7154
2025-01-02 08:10:00,515.2147,515.2647,509.9184,515.0951,7316
2025-01-02 08:15:00,509.9184,515.1749,509.9184,514.8507,8761
2025-01-02 08:20:00,514.7959,515.125,514.4767,514.7759,18996
2025-01-02 08:25:00,514.7975,514.8457,509.9184,514.736,31965
2025-01-02 08:30:00,514.736,515.3245,514.347,515.3245,46732
2025-01-02 08:35:00,515.2447,515.6537,509.9184,515.4642,16985
2025-01-02 08:40:00,515.4243,515.8232,515.2746,515.7534,18425
2025-01-02 08:45:00,515.7135,515.7135,509.9184,515.2746,11707
2025-01-02 08:50:00,515.2547,515.2547,514.6263,514.9754,33061
2025-01-02 08:55:00,514.9045,514.9355,509.9184,514.6363,218392
2025-01-02 09:00:00,514.6762,514.6762,512.7312,513.4344,119825
2025-01-02 09:05:00,513.3896,513.9979,513.3496,513.7286,28212
2025-01-02 09:10:00,513.7186,513.7585,510.3772,513.6688,36265
2025-01-02 09:15:00,513.6488,514.1072,513.185,513.3296,30106
2025-01-02 09:20:00,513.3496,513.4793,513.0903,513.3197,32870
2025-01-02 09:25:00,513.2997,513.3895,512.9307,512.9905,66942
2025-01-02 09:30:00,512.9805,513.599,511.0754,511.1153,1093788
2025-01-02 09:35:00,511.1253,511.2699,508.8512,508.901,839768
2025-01-02 09:40:00,508.9409,510.2476,508.7115,509.8985,806032
2025-01-02 09:45:00,509.8885,512.0629,509.6691,512.0031,687251
2025-01-02 09:50:00,512.0829,513.8583,511.7038,513.8084,721539
2025-01-02 09:55:00,513.8084,514.4966,513.599,514.0678,713480
2025-01-02 10:00:00,514.1176,514.6463,513.6289,514.5916,505627
2025-01-02 10:05:00,514.5964,515.3145,514.2573,514.756,501919
2025-01-02 10:10:00,514.6662,515.2647,514.367,514.8178,330273
2025-01-02 10:15:00,514.8358,515.0752,513.2499,513.3162,823448
2025-01-02 10:20:00,513.3496,513.5291,510.856,511.2251,659970
2025-01-02 10:25:00,511.2091,512.3392,511.0455,511.7338,542348
2025-01-02 10:30:00,511.6141,511.8884,510.138,511.0655,657370
2025-01-02 10:35:00,511.0954,511.8933,510.2875,510.8361,618919
2025-01-02 10:40:00,510.866,511.3847,509.7987,510.5468,464749
2025-01-02 10:45:00,510.457,511.8933,509.8785,511.7336,374789
2025-01-02 10:50:00,511.6939,512.6417,510.866,512.2518,561846
2025-01-02 10:55:00,512.2823,512.382,510.9857,511.394,204761
2025-01-02 11:00:00,511.4245,511.6141,509.2102,509.5451,505964
2025-01-02 11:05:00,509.6142,510.3762,509.4796,510.1877,375512
2025-01-02 11:10:00,510.1349,511.0455,509.4796,510.6565,372579
2025-01-02 11:15:00,510.6466,511.2849,510.2077,511.2051,162939
2025-01-02 11:20:00,511.1712,511.9233,510.1678,511.5642,258504
2025-01-02 11:25:00,511.5841,511.9153,511.1621,511.7636,183067
2025-01-02 11:30:00,511.7327,511.9931,511.1852,511.8534,201717
2025-01-02 11:35:00,511.7637,512.412,511.6041,511.9831,274599
2025-01-02 11:40:00,511.9731,512.5118,511.7437,511.8534,183563
2025-01-02 11:45:00,511.8534,513.0903,511.7537,512.9811,274260
2025-01-02 11:50:00,512.9955,513.2598,511.6639,512.043,335623
2025-01-02 11:55:00,512.0629,512.5517,511.9332,512.3222,110333
2025-01-02 12:00:00,512.2923,512.7711,511.7038,512.7711,368464
2025-01-02 12:05:00,512.7412,512.7672,511.4644,511.6864,260322
2025-01-02 12:10:00,511.6839,512.9207,511.6839,512.5517,183424
2025-01-02 12:15:00,512.4679,512.5915,511.6041,511.8804,158381
2025-01-02 12:20:00,511.9083,511.9083,510.5269,510.6466,365754
2025-01-02 12:25:00,510.5668,510.5668,508.2128,508.4223,609887
2025-01-02 12:30:00,508.4023,508.4023,507.1456,507.4049,737635
2025-01-02 12:35:00,507.3949,507.5545,505.9536,506.1082,790665
2025-01-02 12:40:00,506.1681,506.6369,505.3302,505.9486,768626
2025-01-02 12:45:00,506.0185,506.1741,504.8215,504.8515,601712
2025-01-02 12:50:00,504.8215,506.3975,504.4126,505.9036,802192
2025-01-02 12:55:00,505.8888,506.9959,505.799,506.6169,382235
2025-01-02 13:00:00,506.6568,506.6668,504.6919,504.9711,901029
2025-01-02 13:05:00,505.0609,506.9062,504.9113,506.5649,246523
2025-01-02 13:10:00,506.5403,506.5403,505.3701,505.5197,214620
2025-01-02 13:15:00,505.6095,505.9287,504.8415,505.769,263856
2025-01-02 13:20:00,505.7791,506.5471,505.4499,505.9387,344992
2025-01-02 13:25:00,505.8988,506.3775,505.4798,506.3701,199802
2025-01-02 13:30:00,506.3177,506.3177,504.7018,504.8515,283200
2025-01-02 13:35:00,504.8614,506.0284,504.6619,505.3003,377741
2025-01-02 13:40:00,505.2504,506.3975,504.8614,506.2879,339594
2025-01-02 13:45:00,506.3277,509.9494,505.1008,505.4259,256094
2025-01-02 13:50:00,505.4649,505.5297,504.5323,504.7617,412193
2025-01-02 13:55:00,504.8415,506.0783,504.8415,505.9786,240826
2025-01-02 14:00:00,505.9536,506.7264,505.4499,506.6673,233941
2025-01-02 14:05:00,506.6864,507.2752,506.1681,506.4773,312663
2025-01-02 14:10:00,506.567,506.8364,506.2678,506.3676,172280
2025-01-02 14:15:00,506.3476,506.976,506.2179,506.637,230882
2025-01-02 14:20:00,506.7167,507.4548,506.5241,507.4049,272049
2025-01-02 14:25:00,507.3949,507.744,507.1057,507.4548,319526
2025-01-02 14:30:00,507.355,507.5246,506.7566,507.0857,232807
2025-01-02 14:35:00,507.0756,507.2154,506.4174,506.9261,294054
2025-01-02 14:40:00,506.8862,507.4049,506.8365,506.976,153155
2025-01-02 14:45:00,506.986,508.1629,506.3177,507.6309,512742
2025-01-02 14:50:00,507.6542,508.2328,507.4248,507.8238,322765
2025-01-02 14:55:00,507.8138,507.8138,506.178,506.3376,390988
2025-01-02 15:00:00,506.2878,508.0032,506.2878,507.8338,293016
2025-01-02 15:05:00,507.8138,508.0333,507.4548,507.8537,216578
2025-01-02 15:10:00,507.8637,509.0307,507.754,508.7415,461918
2025-01-02 15:15:00,508.7215,508.7215,508.123,508.6018,531573
2025-01-02 15:20:00,508.6118,508.8911,508.133,508.542,384195
2025-01-02 15:25:00,508.542,508.7704,508.2976,508.512,169970
2025-01-02 15:30:00,508.532,509.4496,508.1829,508.5719,499212
2025-01-02 15:35:00,508.5718,508.5719,507.6642,507.8737,443444
2025-01-02 15:40:00,507.9335,508.3923,507.8936,508.1031,298542
2025-01-02 15:45:00,508.1081,508.921,507.9934,508.7415,418052
2025-01-02 15:50:00,508.7415,509.2751,508.3525,508.5719,636663
2025-01-02 15:55:00,508.5619,509.1205,508.2328,508.8611,1044668
2025-01-02 16:00:00,508.8811,510.0665,508.8611,509.3948,768776
2025-01-02 16:05:00,509.3698,509.4297,508.921,509.1903,149120
2025-01-02 16:10:00,509.0906,509.3399,507.8829,509.31,516542
2025-01-02 16:15:00,508.921,509.4796,508.921,509.39,22750
2025-01-02 16:20:00,509.3898,509.5095,509.32,509.4097,12289
2025-01-02 16:25:00,509.4496,509.6292,509.2801,509.6192,12377
2025-01-02 16:30:00,509.6092,509.6391,508.921,509.4397,26745
2025-01-02 16:35:00,509.4147,509.4397,509.1903,509.2701,11441
2025-01-02 16:40:00,509.3,509.31,509.1005,509.2204,6520
2025-01-02 16:45:00,509.2452,509.29,509.1305,509.2601,4594
2025-01-02 16:50:00,509.2102,509.2102,509.0906,509.1703,13631
2025-01-02 16:55:00,509.1699,509.3299,509.0955,509.1703,6612
2025-01-02 17:00:00,509.2202,509.32,508.921,509.2202,224483
2025-01-02 17:05:00,509.1903,509.2102,508.9908,509.0407,25003
2025-01-02 17:10:00,509.0806,509.1305,508.9709,509.1205,2763
2025-01-02 17:15:00,509.0806,509.1703,509.0208,509.0906,8461
2025-01-02 17:20:00,509.0407,509.1903,508.921,509.1305,42545
2025-01-02 17:25:00,509.1005,509.1305,485.2912,509.0697,2155
2025-01-02 17:30:00,509.0457,509.0906,488.7979,509.0407,646
2025-01-02 17:35:00,509.0906,509.0906,492.3418,509.0556,2341
2025-01-02 17:40:00,509.0407,509.1105,509.0207,509.0267,1260
2025-01-02 17:45:00,509.0906,509.1404,509.0008,509.0756,1453
2025-01-02 17:50:00,509.1105,509.1903,509.0856,509.1404,1365
2025-01-02 17:55:00,509.1404,509.1903,509.0906,509.1105,1338
2025-01-02 18:00:00,509.1703,509.2402,508.9211,508.9211,22122
2025-01-02 18:05:00,508.931,508.9908,508.6916,508.97,12307
2025-01-02 18:10:00,508.931,509.1105,508.8711,508.931,6505
2025-01-02 18:15:00,508.926,509.1454,508.8611,509.1105,582
2025-01-02 18:20:00,509.0806,509.1305,508.7821,508.7821,5583
2025-01-02 18:25:00,508.8013,508.8212,508.4023,508.6417,14945
2025-01-02 18:30:00,508.6716,508.7913,508.4322,508.522,3073
2025-01-02 18:35:00,508.522,508.5819,508.4422,508.4921,4678
2025-01-02 18:40:00,508.4871,508.6118,508.4522,508.5519,4424
2025-01-02 18:45:00,508.537,508.5917,508.2926,508.4322,3292
2025-01-02 18:50:00,508.4223,508.6417,508.3923,508.6218,3732
2025-01-02 18:55:00,508.6218,508.7614,508.6018,508.7215,1316
2025-01-02 19:00:00,508.7215,508.8013,508.522,508.7227,4582
2025-01-02 19:05:00,508.7215,509.4596,508.7215,509.3998,25601
2025-01-02 19:10:00,509.4197,509.7688,509.4197,509.6292,24398
2025-01-02 19:15:00,509.5893,509.7987,509.5394,509.6591,15814
2025-01-02 19:20:00,509.684,509.699,509.4197,509.6092,10346
2025-01-02 19:25:00,509.6092,510.1678,509.5893,510.068,39068
2025-01-02 19:30:00,510.0481,510.2576,510.0082,510.1179,10536
2025-01-02 19:35:00,510.1678,510.4371,510.1678,510.3573,11138
2025-01-02 19:40:00,510.3473,510.487,510.2576,510.2974,6330
2025-01-02 19:45:00,510.3074,510.4157,510.2675,510.3373,4232
2025-01-02 19:50:00,510.3483,510.5568,510.2191,510.4521,9724
2025-01-02 19:55:00,510.4172,510.5568,510.3972,510.5368,7520
2025-01-03 04:00:00,510.6864,510.9857,510.5169,510.846,9187
2025-01-03 04:05:00,510.856,511.4345,510.846,511.2749,13358
2025-01-03 04:10:00,511.3448,511.5143,511.255,511.4944,2225
2025-01-03 04:15:00,511.4545,511.7338,511.2949,511.3647,4734
2025-01-03 04:20:00,511.3647,511.9033,511.3647,511.9033,2385
2025-01-03 04:25:00,511.9033,511.9332,511.6141,511.6639,2445
2025-01-03 04:30:00,511.5941,511.654,511.3049,511.4744,2575
2025-01-03 04:35:00,511.4944,511.5542,511.4046,511.4944,3282
2025-01-03 04:40:00,511.5642,511.7737,511.5642,511.6939,2860
2025-01-03 04:45:00,511.6939,511.7338,511.4844,511.5642,5046
2025-01-03 04:50:00,511.6041,511.6041,511.4545,511.5542,1901
2025-01-03 04:55:00,511.624,511.7138,511.5143,511.5542,1337
2025-01-03 05:00:00,511.5143,511.5143,511.0854,511.1054,2739
2025-01-03 05:05:00,511.1353,511.2849,511.1253,511.1951,655
2025-01-03 05:10:00,511.2749,511.3448,511.1951,511.2949,563
2025-01-03 05:15:00,511.3348,511.3946,511.2051,511.3148,373
2025-01-03 05:20:00,511.2849,511.2849,510.9857,511.1054,2632
2025-01-03 05:25:00,511.0655,511.1353,510.8261,511.1353,4824
2025-01-03 05:30:00,511.1054,511.1652,510.9059,511.0655,2466
2025-01-03 05:35:00,510.9957,511.1453,510.9059,511.0954,2907
2025-01-03 05:40:00,511.1153,511.1552,511.0256,511.1552,5870
2025-01-03 05:45:00,511.1552,511.1752,510.8859,510.9458,1027
2025-01-03 05:50:00,510.9757,510.9757,510.5767,510.5967,7049
2025-01-03 05:55:00,510.6166,510.7762,510.4969,510.7263,1101
2025-01-03 06:00:00,510.7064,510.7862,510.5468,510.6366,239
2025-01-03 06:05:00,510.6864,510.6864,510.3373,510.3373,2647
2025-01-03 06:10:00,510.3174,510.487,510.2875,510.487,2781
2025-01-03 06:15:00,510.5368,510.7064,510.5069,510.6765,2361
2025-01-03 06:20:00,510.6864,510.856,510.6366,510.856,2171
2025-01-03 06:25:00,510.8061,511.0455,510.8061,510.9358,1250
2025-01-03 06:30:00,510.9458,510.9458,510.7164,510.7962,2936
2025-01-03 06:35:00,510.8361,511.0256,510.8361,510.9757,943
2025-01-03 06:40:00,511.0056,511.0256,510.8261,510.856,786
2025-01-03 06:45:00,510.8959,510.9857,510.8859,510.9059,3822
2025-01-03 06:50:00,510.8859,510.9657,510.6565,510.9458,4643
2025-01-03 06:55:00,510.9059,511.0356,510.8361,510.9657,1546
2025-01-03 07:00:00,510.9159,510.9258,510.5368,510.5368,20279
2025-01-03 07:05:00,510.487,510.6366,510.3174,510.5069,9800
2025-01-03 07:10:00,510.4969,510.6665,510.467,510.6266,7219
2025-01-03 07:15:00,510.5867,510.5867,510.0281,510.0281,2999
2025-01-03 07:20:00,510.0281,510.467,510.0281,510.4371,9007
2025-01-03 07:25:00,510.4371,510.6864,510.3972,510.6266,8622
2025-01-03 07:30:00,510.6266,510.6864,510.3972,510.4371,2168
2025-01-03 07:35:00,510.3872,510.5668,510.3373,510.5179,2721
2025-01-03 07:40:00,510.5668,510.6366,510.3673,510.3872,4100
2025-01-03 07:45:00,510.3972,510.6466,510.3972,510.5767,3834
2025-01-03 07:50:00,510.5169,510.7762,510.4969,510.7762,17128
2025-01-03 07:55:00,510.7862,510.866,510.7662,510.7862,8676
2025-01-03 08:00:00,510.5488,511.6839,508.921,511.1852,71458
2025-01-03 08:05:00,511.2051,511.4046,508.921,511.3448,33170
2025-01-03 08:10:00,511.3647,511.3647,508.921,511.0746,214428
2025-01-03 08:15:00,511.0754,511.1652,510.8859,510.9558,10330
2025-01-03 08:20:00,510.9358,511.1852,510.8859,511.1802,18433
2025-01-03 08:25:00,511.1852,511.2151,510.9957,511.2051,6008
2025-01-03 08:30:00,511.2251,511.5243,511.1652,511.4844,17308
2025-01-03 08:35:00,511.5043,511.5542,511.235,511.2849,10906
2025-01-03 08:40:00,511.2849,511.4245,511.1552,511.1552,14768
2025-01-03 08:45:00,511.1951,511.2151,508.921,511.0954,7365
2025-01-03 08:50:00,511.0854,511.1054,510.5318,510.7563,32525
2025-01-03 08:55:00,510.7862,510.7862,510.4471,510.4471,35645
2025-01-03 09:00:00,510.4969,510.7463,510.4481,510.6166,12372
2025-01-03 09:05:00,510.5817,511.1552,510.5468,511.1453,38190
2025-01-03 09:10:00,511.1054,511.3148,511.0356,511.1852,6183
2025-01-03 09:15:00,511.2151,511.6939,511.1403,511.6839,23852
2025-01-03 09:20:00,511.6839,513.7635,509.8336,511.6839,55743
2025-01-03 09:25:00,511.6939,512.2325,511.6939,512.043,82913
2025-01-03 09:30:00,512.033,513.6389,511.644,512.9005,746986
2025-01-03 09:35:00,512.9008,514.8657,512.4519,514.766,797162
2025-01-03 09:40:00,514.7759,515.2048,514.357,515.0183,608991
2025-01-03 09:45:00,515.0353,515.2646,513.1701,513.6089,736513
2025-01-03 09:50:00,513.6289,514.1575,512.3123,513.2399,514429
2025-01-03 09:55:00,513.2399,514.2473,513.0005,514.1575,462136
2025-01-03 10:00:00,514.0777,515.0752,513.1302,515.0452,641244
2025-01-03 10:05:00,515.0452,515.4043,514.2074,514.5964,494225
2025-01-03 10:10:00,514.6064,514.9156,513.0204,513.2898,455406
2025-01-03 10:15:00,513.3695,513.7087,512.043,512.6314,445745
2025-01-03 10:20:00,512.7212,512.821,511.2151,512.5517,540523
2025-01-03 10:25:00,512.7112,513.1401,512.417,512.9606,310228
2025-01-03 10:30:00,512.9706,513.4693,512.0928,513.4593,285690
2025-01-03 10:35:00,513.3795,514.1675,512.9207,513.3995,320994
2025-01-03 10:40:00,513.4464,514.4767,513.3097,513.968,202999
2025-01-03 10:45:00,513.9979,514.3121,513.6689,513.8882,240218
2025-01-03 10:50:00,513.9181,514.0977,513.18,513.4693,235454
2025-01-03 10:55:00,513.4892,514.0977,513.2199,513.9481,189352
2025-01-03 11:00:00,513.958,514.8158,513.6987,514.5515,225512
2025-01-03 11:05:00,514.5166,514.5565,513.0903,513.2898,260188
2025-01-03 11:10:00,513.3197,513.7867,513.0304,513.6887,156108
2025-01-03 11:15:00,513.6289,514.0478,513.3995,514.0279,102939
2025-01-03 11:20:00,514.0578,514.6263,513.8683,514.4568,246436
2025-01-03 11:25:00,514.4568,515.125,514.372,515.1151,199735
2025-01-03 11:30:00,515.1151,515.7434,515.0153,515.7235,381741
2025-01-03 11:35:00,515.7135,516.1225,515.3345,515.7852,537075
2025-01-03 11:40:00,515.8532,516.3519,515.8133,516.2322,237441
2025-01-03 11:45:00,516.2102,516.4217,516.0626,516.312,274618
2025-01-03 11:50:00,516.322,516.6411,516.1923,516.4965,270489
2025-01-03 11:55:00,516.4965,516.6212,515.913,515.9828,306732
2025-01-03 12:00:00,516.0127,516.4696,516.0127,516.4367,238520
2025-01-03 12:05:00,516.4367,516.5414,516.1404,516.1723,295539
2025-01-03 12:10:00,516.1324,516.3519,515.7135,515.7534,126931
2025-01-03 12:15:00,515.7634,516.3319,515.5639,515.6039,152659
2025-01-03 12:20:00,515.6636,516.0726,515.4941,516.0427,137691
2025-01-03 12:25:00,516.0526,516.302,515.6337,515.6553,103725
2025-01-03 12:30:00,515.6936,515.9529,515.4841,515.8332,94474
2025-01-03 12:35:00,515.7634,515.9279,515.6237,515.7833,64320
2025-01-03 12:40:00,515.8232,516.0227,515.7434,515.7634,140865
2025-01-03 12:45:00,515.7833,515.9222,515.544,515.8631,132595
2025-01-03 12:50:00,515.8532,516.2522,515.8532,516.0826,183018
2025-01-03 12:55:00,516.0826,516.2322,515.9828,516.1424,100625
2025-01-03 13:00:00,516.1524,516.2721,515.6836,515.923,134927
2025-01-03 13:05:00,515.903,516.2671,515.8232,516.1424,158172
2025-01-03 13:10:00,516.1524,516.302,516.0327,516.2272,119502
2025-01-03 13:15:00,516.2222,516.4317,516.1424,516.4217,102578
2025-01-03 13:20:00,516.4317,516.5476,516.2322,516.3318,109107
2025-01-03 13:25:00,516.3419,516.9703,516.3419,516.9503,233253
2025-01-03 13:30:00,516.9678,517.3044,516.711,516.9005,271399
2025-01-03 13:35:00,516.9503,517.4391,516.8905,517.4153,235504
2025-01-03 13:40:00,517.4092,517.5488,517.3393,517.4989,241951
2025-01-03 13:45:00,517.5189,517.6026,517.4092,517.4291,150943
2025-01-03 13:50:00,517.4241,517.469,517.1598,517.4491,182719
2025-01-03 13:55:00,517.489,517.5787,516.8606,517.1,296128
2025-01-03 14:00:00,517.08,517.4989,516.8207,517.459,241948
2025-01-03 14:05:00,517.459,517.7184,517.3294,517.6685,196783
2025-01-03 14:10:00,517.6785,517.858,517.5189,517.7543,189531
2025-01-03 14:15:00,517.7682,517.9178,517.5987,517.9079,237779
2025-01-03 14:20:00,517.8979,517.9933,517.6585,517.6685,192100
2025-01-03 14:25:00,517.6884,517.8281,517.5288,517.8013,281881
2025-01-03 14:30:00,517.7982,517.9378,517.6984,517.9069,316449
2025-01-03 14:35:00,517.8929,518.3118,517.8281,518.2969,290180
2025-01-03 14:40:00,518.2919,518.3122,518.0375,518.0475,203786
2025-01-03 14:45:00,518.0475,518.1771,517.8281,518.0076,289860
2025-01-03 14:50:00,518.0076,518.0176,517.5987,517.8281,177847
2025-01-03 14:55:00,517.8381,517.8779,517.6585,517.7383,138823
2025-01-03 15:00:00,517.7383,517.7383,517.1299,517.1299,239776
2025-01-03 15:05:00,517.1398,517.5716,517.0501,517.4291,253255
2025-01-03 15:10:00,517.4291,517.5987,517.2496,517.5588,149328
2025-01-03 15:15:00,517.5338,517.6086,517.4491,517.489,333789
2025-01-03 15:20:00,517.489,517.5288,517.2097,517.2739,153496
2025-01-03 15:25:00,517.2695,517.5388,517.1598,517.5089,162794
2025-01-03 15:30:00,517.469,517.469,516.9502,517.2097,287628
2025-01-03 15:35:00,517.2196,517.4989,517.1199,517.2795,226033
2025-01-03 15:40:00,517.2795,517.2867,516.9994,517.0601,211215
2025-01-03 15:45:00,517.0601,517.2396,516.6411,516.8007,688589
2025-01-03 15:50:00,516.8007,517.3892,516.3818,517.065,673246
2025-01-03 15:55:00,517.1099,517.6785,517.0501,517.2296,3045762
2025-01-03 16:00:00,517.2296,517.3593,515.4462,516.9005,2345404
2025-01-03 16:05:00,516.9104,517.2496,512.1826,516.9852,101161
2025-01-03 16:10:00,516.9503,517.4698,515.6245,516.7558,1212025
2025-01-03 16:15:00,517.2496,517.2496,515.8288,516.6112,31956
2025-01-03 16:20:00,517.2496,517.2496,516.5613,516.6561,39365
2025-01-03 16:25:00,516.6611,516.701,516.5514,516.6162,24640
2025-01-03 16:30:00,516.6112,517.2496,516.4416,516.7209,114469
2025-01-03 16:35:00,516.7608,517.2496,516.6611,516.7808,162020
2025-01-03 16:40:00,516.7309,516.8207,516.6312,516.7309,31030
2025-01-03 16:45:00,516.701,517.2496,516.4716,516.681,23532
2025-01-03 16:50:00,516.681,516.711,516.5913,516.6511,10391
2025-01-03 16:55:00,516.6411,516.8107,516.6212,516.8107,4640
2025-01-03 17:00:00,516.7708,517.2496,516.7708,516.8556,258725
2025-01-03 17:05:00,516.8506,516.9603,516.8207,516.9204,9308
2025-01-03 17:10:00,516.9204,517.2496,516.7309,516.8257,5119
2025-01-03 17:15:00,516.8606,516.9204,516.7309,516.7957,2050
2025-01-03 17:20:00,516.9204,517.07,516.8521,517.0202,8369
2025-01-03 17:25:00,516.9653,517.1099,516.9354,517.0301,2569
2025-01-03 17:30:00,517.0501,517.1398,516.9404,516.9852,3714
2025-01-03 17:35:00,517.0102,517.0301,516.9404,517.0301,1555
2025-01-03 17:40:00,516.9703,517.1398,516.9703,517.07,1667
2025-01-03 17:45:00,517.1099,517.1299,517.0401,517.1,1251
2025-01-03 17:50:00,517.1199,517.1997,517.0601,517.1997,1601
2025-01-03 17:55:00,517.1997,517.2895,517.1997,517.2496,4480
2025-01-03 18:00:00,517.2895,517.3693,517.2196,517.2895,4051
2025-01-03 18:05:00,517.3493,517.4491,517.2695,517.2695,2583
2025-01-03 18:10:00,517.2706,517.3194,517.2097,517.3094,1984
2025-01-03 18:15:00,517.2695,517.3094,517.2446,517.2695,713
2025-01-03 18:20:00,517.2845,517.3792,517.2196,517.2994,592
2025-01-03 18:25:00,517.2396,517.3244,517.2396,517.3094,300
2025-01-03 18:30:00,517.3094,517.5288,517.2695,517.5189,11539
2025-01-03 18:35:00,517.5189,517.6086,517.3893,517.4989,13780
2025-01-03 18:40:00,517.5239,517.5987,517.4511,517.5687,1570
2025-01-03 18:45:00,517.5687,517.5687,517.4482,517.484,1143
2025-01-03 18:50:00,517.5488,517.5538,517.4291,517.5189,1104
2025-01-03 18:55:00,517.489,517.5488,517.4391,517.5488,1381
2025-01-03 19:00:00,517.5488,517.5488,517.4491,517.5089,117
2025-01-03 19:05:00,517.489,517.5089,517.3892,517.459,2936
2025-01-03 19:10:00,517.469,517.5787,517.4105,517.5687,1334
2025-01-03 19:15:00,517.5887,517.5987,517.5488,517.5985,2465
2025-01-03 19:20:00,517.5987,517.5987,517.5189,517.5388,3718
2025-01-03 19:25:00,517.5388,517.5588,517.5189,517.5588,1914
2025-01-03 19:30:00,517.5438,517.5887,517.5039,517.5388,2126
2025-01-03 19:35:00,517.5089,517.6086,517.4303,517.5189,1442
2025-01-03 19:40:00,517.5388,517.6086,517.5388,517.6086,231
2025-01-03 19:45:00,517.6086,517.6585,517.5887,517.6386,633
2025-01-03 19:50:00,517.6485,517.7583,517.6386,517.7084,3449
2025-01-03 19:55:00,517.7184,517.7483,517.6086,517.6735,4719
2025-01-06 04:00:00,519.9127,520.3516,518.9352,520.0923,43872
2025-01-06 04:05:00,520.1421,520.3416,520.0125,520.3416,12570
2025-01-06 04:10:00,520.2818,520.591,520.2718,520.4513,20713
2025-01-06 04:15:00,520.4214,520.5112,520.2718,520.4214,11836
2025-01-06 04:20:00,520.4214,520.7705,520.3017,520.7107,18380
2025-01-06 04:25:00,520.7107,520.7406,520.4314,520.5511,12094
2025-01-06 04:30:00,520.571,520.7007,520.3217,520.6408,9453
2025-01-06 04:35:00,520.6608,520.7107,520.3516,520.3715,13689
