timestamp,open,high,low,close,volume,sentiment_score
2021-01-04 04:00:00,306.8593,307.1904,306.8593,307.1904,10659,0.64072
2021-01-04 04:05:00,307.1125,307.1709,307.093,307.1709,3883,0.63949
2021-01-04 04:10:00,307.1709,307.2294,307.1709,307.1807,5370,0.63827
2021-01-04 04:15:00,307.2488,307.4047,307.2488,307.3268,4600,0.63706
2021-01-04 04:20:00,307.3268,307.4436,307.3268,307.4047,4700,0.63586
2021-01-04 04:25:00,307.3852,307.3852,307.3268,307.3268,4100,0.63467
2021-01-04 04:30:00,307.4242,307.4339,307.3949,307.4339,17426,0.63349
2021-01-04 04:35:00,307.4242,307.5313,307.4242,307.4923,1673,0.63232
2021-01-04 04:40:00,307.4339,307.5118,307.4242,307.5118,2015,0.63116
2021-01-04 04:45:00,307.4923,307.4923,307.3365,307.3852,2433,0.63001
2021-01-04 04:50:00,307.4047,307.4047,307.2878,307.2975,600,0.62887
2021-01-04 04:55:00,307.2878,307.3073,307.2878,307.3073,1700,0.62774
2021-01-04 05:00:00,307.317,307.3949,307.317,307.3657,3420,0.62662
2021-01-04 05:05:00,307.2878,307.356,307.2878,307.3365,5141,0.62551
2021-01-04 05:10:00,307.317,307.3268,307.2975,307.3268,2000,0.62441
2021-01-04 05:15:00,307.3073,307.3073,307.1417,307.1514,6011,0.62332
2021-01-04 05:20:00,307.1222,307.1514,307.1125,307.1125,1850,0.62224
2021-01-04 05:25:00,307.0735,307.093,306.9372,307.0638,4500,0.62117
2021-01-04 05:30:00,307.0638,307.0638,307.054,307.0638,1000,0.62011
2021-01-04 05:35:00,307.1222,307.1904,307.1222,307.1612,726,0.61906
2021-01-04 05:40:00,307.1709,307.2683,307.1709,307.2683,15918,0.61802
2021-01-04 05:45:00,307.2586,307.2586,307.2196,307.2294,4170,0.61699
2021-01-04 05:50:00,307.2391,307.2488,307.2001,307.2488,2573,0.61597
2021-01-04 05:55:00,307.2391,307.2391,307.0735,307.093,9094,0.61495
2021-01-04 06:00:00,307.093,307.2001,307.093,307.1612,3900,0.61394
2021-01-04 06:05:00,307.1709,307.2683,307.1709,307.1904,3200,0.61294
2021-01-04 06:10:00,307.2099,307.2099,307.1904,307.2099,700,0.61195
2021-01-04 06:15:00,307.2196,307.2294,307.0735,307.0735,5900,0.61097
2021-01-04 06:20:00,307.1125,307.1222,307.0833,307.1222,1700,0.61
2021-01-04 06:25:00,307.1514,307.1514,307.1222,307.1222,1401,0.60904
2021-01-04 06:30:00,307.1612,307.1612,307.1222,307.1612,5100,0.60808
2021-01-04 06:40:00,307.2099,307.2878,307.2099,307.2878,2369,0.60713
2021-01-04 06:45:00,307.3073,307.317,307.2781,307.2975,6800,0.60619
2021-01-04 06:50:00,307.2975,307.317,307.2586,307.3073,4210,0.60526
2021-01-04 06:55:00,307.2391,307.2488,307.1709,307.1709,22600,0.60434
2021-01-04 07:00:00,307.1125,307.1514,307.0346,307.0346,43774,0.60343
2021-01-04 07:05:00,307.0443,307.0443,306.9956,307.0053,33356,0.60252
2021-01-04 07:10:00,307.0443,307.0735,307.0346,307.0638,28300,0.60162
2021-01-04 07:15:00,307.0735,307.093,307.0638,307.0638,27112,0.60073
2021-01-04 07:20:00,307.093,307.1027,307.0735,307.093,5311,0.59985
2021-01-04 07:25:00,307.1027,307.1222,307.1027,307.1027,2464,0.59898
2021-01-04 07:30:00,307.1027,307.1417,307.093,307.1417,7541,0.59811
2021-01-04 07:35:00,307.132,307.2099,307.132,307.1904,9714,0.59725
2021-01-04 07:40:00,307.2001,307.2391,307.1904,307.1914,6129,0.5964
2021-01-04 07:45:00,307.1904,307.1904,307.054,307.132,4117,0.59556
2021-01-04 07:50:00,307.2488,307.3073,307.2488,307.2878,14887,0.59472
2021-01-04 07:55:00,307.317,307.3852,307.2975,307.3852,21836,0.59389
2021-01-04 08:00:00,307.3852,307.4047,305.0087,307.279,70440,0.59307
2021-01-04 08:05:00,307.3073,307.3462,307.2099,307.3073,11006,0.59225
2021-01-04 08:10:00,307.2975,307.317,307.2586,307.2683,27154,0.59144
2021-01-04 08:15:00,307.2683,307.2878,307.1904,307.2586,109209,0.59064
2021-01-04 08:20:00,307.2683,307.2878,307.1904,307.1904,7000,0.58985
2021-01-04 08:25:00,307.2003,307.2391,307.1027,307.132,9306,0.58906
