timestamp,open,high,low,close,volume,sentiment_score
2020-01-02 04:00:00,206.9339,207.0113,206.9049,207.0113,16215,0.7805
2020-01-02 04:05:00,206.9823,207.1273,206.9823,207.079,2514,0.77804
2020-01-02 04:10:00,207.079,207.1273,207.079,207.1273,1392,0.7756
2020-01-02 04:15:00,207.1273,207.1467,207.0887,207.1467,18500,0.77319
2020-01-02 04:20:00,207.1177,207.1273,207.0983,207.1273,1600,0.7708
2020-01-02 04:25:00,207.1177,207.1177,207.108,207.1177,5700,0.76843
2020-01-02 04:35:00,207.108,207.137,207.108,207.137,1800,0.76608
2020-01-02 04:40:00,207.1273,207.1757,207.0306,207.0596,2638,0.76375
2020-01-02 04:45:00,207.0403,207.0983,207.0403,207.0983,700,0.76144
2020-01-02 04:55:00,207.195,207.2047,207.166,207.166,1600,0.75915
2020-01-02 05:00:00,207.1854,207.2337,207.1854,207.224,1200,0.75688
2020-01-02 05:05:00,207.2047,207.2047,207.195,207.195,300,0.75463
2020-01-02 05:10:00,207.195,207.195,207.195,207.195,300,0.7524
2020-01-02 05:15:00,207.195,207.2144,207.195,207.2047,800,0.75019
2020-01-02 05:20:00,207.195,207.2627,207.195,207.2627,4135,0.748
2020-01-02 05:25:00,207.2724,207.2821,207.2724,207.2821,2300,0.74583
2020-01-02 05:30:00,207.2627,207.2627,207.2531,207.2531,7090,0.74368
2020-01-02 05:35:00,207.2821,207.3014,207.2724,207.3014,1550,0.74155
2020-01-02 05:40:00,207.2821,207.3014,207.2821,207.3014,1900,0.73943
2020-01-02 05:45:00,207.2917,207.3014,207.2917,207.2917,3139,0.73733
2020-01-02 05:55:00,207.2917,207.3111,207.2627,207.2627,1396,0.73525
2020-01-02 06:00:00,207.2434,207.2434,207.2337,207.2337,700,0.73319
2020-01-02 06:05:00,207.1467,207.195,207.1467,207.195,1775,0.73115
2020-01-02 06:15:00,207.1467,207.1467,207.1467,207.1467,350,0.72912
2020-01-02 06:20:00,207.0887,207.108,207.0596,207.0983,4586,0.72711
2020-01-02 06:25:00,207.079,207.1273,207.079,207.1273,1100,0.72512
2020-01-02 06:30:00,207.1177,207.1177,207.1177,207.1177,100,0.72315
2020-01-02 06:35:00,207.0983,207.0983,207.0983,207.0983,700,0.72119
2020-01-02 06:40:00,207.0887,207.0887,207.0693,207.0693,2675,0.71925
2020-01-02 06:45:00,207.0113,207.0693,207.0113,207.0693,1000,0.71733
2020-01-02 06:55:00,207.0983,207.0983,207.0983,207.0983,300,0.71543
2020-01-02 07:00:00,207.0306,207.0983,207.0113,207.0983,16486,0.71354
2020-01-02 07:05:00,207.0596,207.108,207.05,207.05,4500,0.71167
2020-01-02 07:10:00,207.108,207.137,207.0693,207.0693,4675,0.70982
2020-01-02 07:15:00,207.0693,207.1177,207.0693,207.108,9700,0.70798
2020-01-02 07:20:00,207.137,207.166,207.1273,207.1467,9291,0.70616
2020-01-02 07:25:00,207.1757,207.1757,207.1467,207.1563,7504,0.70435
2020-01-02 07:30:00,207.1757,207.2144,207.166,207.195,4200,0.70256
2020-01-02 07:35:00,207.224,207.224,207.1757,207.2144,7500,0.70079
2020-01-02 07:40:00,207.2144,207.2144,207.166,207.166,2300,0.69903
2020-01-02 07:45:00,207.1757,207.2047,207.166,207.1757,3801,0.69729
2020-01-02 07:50:00,207.195,207.224,207.195,207.224,6000,0.69556
2020-01-02 07:55:00,207.224,207.2821,207.2144,207.2337,5365,0.69385
2020-01-02 08:00:00,207.0983,207.3014,206.4697,207.2821,23622,0.69215
2020-01-02 08:05:00,207.2724,207.3498,207.2724,207.3498,11813,0.69047
2020-01-02 08:10:00,207.3498,207.3498,207.3014,207.3498,19283,0.6888
2020-01-02 08:15:00,207.3594,207.3594,207.3111,207.3401,15649,0.68715
2020-01-02 08:20:00,207.3401,207.4078,207.3304,207.4078,7373,0.68551
2020-01-02 08:25:00,207.4175,207.4175,207.3498,207.3498,9530,0.68388
2020-01-02 08:30:00,207.3691,207.4465,207.3691,207.4465,17673,0.68227
2020-01-02 08:35:00,207.4368,207.4465,207.3691,207.3981,25749,0.68067
2020-01-02 08:40:00,207.4368,207.5142,207.4368,207.5142,14467,0.67909
2020-01-02 08:45:00,207.4948,207.5142,207.4658,207.4658,33300,0.67752
2020-01-02 08:50:00,207.4852,207.5432,207.4658,207.5432,20952,0.67596
2020-01-02 08:55:00,207.5528,207.5528,207.4852,207.4853,9314,0.67442
2020-01-02 09:00:00,207.5142,207.5238,207.3401,207.4078,31610,0.67289
2020-01-02 09:05:00,207.4271,207.4271,207.3207,207.3401,49761,0.67138
2020-01-02 09:10:00,207.3401,207.3691,207.3304,207.3304,19807,0.66988
2020-01-02 09:15:00,207.3304,207.4465,207.3304,207.3981,20563,0.66839
2020-01-02 09:20:00,207.4077,207.4078,207.2821,207.3401,75443,0.66691
2020-01-02 09:25:00,207.3111,207.3691,207.195,207.2917,218593,0.66545
2020-01-02 09:30:00,207.3014,207.7463,207.2047,207.6592,1810684,0.664
2020-01-02 09:35:00,207.6496,208.0461,207.6496,207.959,816953,0.66256
2020-01-02 09:40:00,207.959,208.0751,207.8333,207.8768,552142,0.66114
2020-01-02 09:45:00,207.8768,207.9397,207.7269,207.7366,326471,0.65973
2020-01-02 09:50:00,207.7318,207.843,207.6205,207.7076,421396,0.65833
2020-01-02 09:55:00,207.7091,207.9977,207.6931,207.988,329866,0.65694
2020-01-02 10:00:00,207.9977,208.0267,207.6496,207.7559,304966,0.65557
2020-01-02 10:05:00,207.7511,207.8236,207.6979,207.7656,268922,0.65421
2020-01-02 10:10:00,207.7559,207.8333,207.3981,207.4078,414792,0.65286
2020-01-02 10:15:00,207.4175,207.4207,207.0596,207.2579,519867,0.65152
2020-01-02 10:20:00,207.2434,207.2627,206.9339,207.108,358452,0.65019
2020-01-02 10:25:00,207.1061,207.3207,206.9919,207.3111,235653,0.64887
2020-01-02 10:30:00,207.3144,207.3401,207.1177,207.2821,191819,0.64757
2020-01-02 10:35:00,207.2821,207.2821,207.05,207.1467,287135,0.64628
2020-01-02 10:40:00,207.1467,207.2917,207.0887,207.2821,167931,0.645
2020-01-02 10:45:00,207.2627,207.3691,207.1563,207.3062,202034,0.64373
2020-01-02 10:50:00,207.3207,207.3304,207.222,207.3207,98225,0.64247
2020-01-02 10:55:00,207.3304,207.5915,207.3111,207.5528,196079,0.64122
2020-01-02 11:00:00,207.5625,207.6109,207.4948,207.5335,160952,0.63998
2020-01-02 11:05:00,207.5304,207.6109,207.4755,207.5722,118670,0.63875
2020-01-02 11:10:00,207.577,207.6786,207.5528,207.6606,147494,0.63753
2020-01-02 11:15:00,207.6592,207.6786,207.5238,207.5335,129009,0.63633
2020-01-02 11:20:00,207.5432,207.6592,207.5432,207.6592,133070,0.63514
2020-01-02 11:25:00,207.6689,207.6689,207.5238,207.5528,120109,0.63396
2020-01-02 11:30:00,207.5432,207.5528,207.1548,207.2047,222787,0.63279
2020-01-02 11:35:00,207.2144,207.2917,207.0306,207.2917,270255,0.63163
2020-01-02 11:40:00,207.2821,207.3529,207.2531,207.3401,148884,0.63048
2020-01-02 11:45:00,207.3498,207.49,207.3401,207.4638,170398,0.62934
2020-01-02 11:50:00,207.4658,207.5819,207.4658,207.5625,152771,0.62821
2020-01-02 11:55:00,207.5675,207.6012,207.5238,207.5819,105091,0.62709
2020-01-02 12:00:00,207.5819,207.6012,207.5238,207.5915,113518,0.62598
2020-01-02 12:05:00,207.5915,207.6302,207.5432,207.6109,128912,0.62488
2020-01-02 12:10:00,207.6157,207.6689,207.5915,207.6205,101934,0.62379
2020-01-02 12:15:00,207.6254,207.7269,207.5625,207.7178,135927,0.62271
2020-01-02 12:20:00,207.7269,207.7704,207.6786,207.7076,128863,0.62163
2020-01-02 12:25:00,207.7269,207.7753,207.6882,207.6922,113266,0.62056
2020-01-02 12:30:00,207.6979,207.8019,207.6882,207.7463,116763,0.6195
2020-01-02 12:35:00,207.7559,207.901,207.7463,207.8913,123171,0.61845
2020-01-02 12:40:00,207.8817,207.9687,207.8623,207.8986,166972,0.61741
2020-01-02 12:45:00,207.8962,207.93,207.8623,207.901,148218,0.61638
2020-01-02 12:50:00,207.9058,207.9397,207.8623,207.9254,92218,0.61536
2020-01-02 12:55:00,207.9299,207.9493,207.8914,207.9445,76256,0.61435
2020-01-02 13:00:00,207.9397,207.9445,207.7849,207.8575,113195,0.61335
2020-01-02 13:05:00,207.8623,207.872,207.7917,207.8236,65532,0.61236
2020-01-02 13:10:00,207.814,207.843,207.7753,207.7769,99831,0.61138
2020-01-02 13:15:00,207.7753,207.7946,207.7463,207.7656,58366,0.6104
2020-01-02 13:20:00,207.7559,207.8526,207.7366,207.8298,103704,0.60943
2020-01-02 13:25:00,207.8333,207.8381,207.7753,207.814,129842,0.60847
2020-01-02 13:30:00,207.814,207.8381,207.7656,207.7753,97022,0.60752
2020-01-02 13:35:00,207.7753,207.814,207.7559,207.7946,111337,0.60658
2020-01-02 13:40:00,207.7946,207.7946,207.7076,207.7366,105634,0.60565
2020-01-02 13:45:00,207.7463,207.901,207.7401,207.8817,189757,0.60472
2020-01-02 13:50:00,207.8865,207.8913,207.8043,207.8236,124447,0.6038
2020-01-02 13:55:00,207.8333,207.9397,207.814,207.9352,218705,0.60289
2020-01-02 14:00:00,207.9397,208.0441,207.9203,208.0267,259318,0.60199
2020-01-02 14:05:00,208.0364,208.0461,207.9977,208.017,196615,0.6011
2020-01-02 14:10:00,208.0025,208.0557,207.988,208.0557,157432,0.60021
2020-01-02 14:15:00,208.0557,208.1428,208.0364,208.1331,240592,0.59933
2020-01-02 14:20:00,208.1295,208.2395,208.1295,208.2298,443035,0.59846
2020-01-02 14:25:00,208.2298,208.2781,208.2105,208.2491,204871,0.5976
2020-01-02 14:30:00,208.2395,208.2723,208.2201,208.2215,174866,0.59674
2020-01-02 14:35:00,208.2201,208.2685,208.1911,208.2201,194939,0.59589
2020-01-02 14:40:00,208.2105,208.3652,208.2105,208.3458,312970,0.59505
2020-01-02 14:45:00,208.3458,208.3652,208.2975,208.3458,331804,0.59422
2020-01-02 14:50:00,208.3458,208.3942,208.3313,208.3797,274375,0.59339
2020-01-02 14:55:00,208.3797,208.4039,208.3362,208.37,209935,0.59257
2020-01-02 15:00:00,208.3652,208.4426,208.3652,208.4329,209246,0.59176
2020-01-02 15:05:00,208.4377,208.4426,208.3555,208.3604,159729,0.59096
2020-01-02 15:10:00,208.3604,208.5006,208.3604,208.4377,239547,0.59016
2020-01-02 15:15:00,208.4377,208.5102,208.3845,208.4003,143386,0.58937
2020-01-02 15:20:00,208.3942,208.5006,208.3942,208.4764,174439,0.58859
2020-01-02 15:25:00,208.4812,208.4909,208.4232,208.4329,158158,0.58781
2020-01-02 15:30:00,208.4426,208.5199,208.3894,208.518,166963,0.58704
2020-01-02 15:35:00,208.5199,208.5584,208.4716,208.5054,263438,0.58628
2020-01-02 15:40:00,208.5102,208.5489,208.4716,208.5296,376221,0.58552
2020-01-02 15:45:00,208.5296,208.5779,208.4812,208.5489,553789,0.58477
2020-01-02 15:50:00,208.5489,208.8874,208.5489,208.8874,812336,0.58403
